Date,Open,High,Low,Close,Volume
3/25/2015,19.76284585,21.34387352,18.33992095,19.20948617,3945208
3/29/2015,19.36758893,20.0,17.54940711,18.33992095,1142775
3/30/2015,18.18181818,18.89328063,17.6284585,18.49802372,1277973
3/31/2015,18.5770751,19.13043478,17.94466403,18.26086957,1053219
4/1/2015,18.33992095,18.49802372,17.47035573,17.6284585,975416
4/2/2015,17.54940711,17.70750988,16.60079051,16.75889328,886071
4/5/2015,16.75889328,16.83794466,15.17786561,15.33596838,1065837
4/6/2015,15.41501976,15.88932806,13.99209486,14.15019763,1166686
4/7/2015,13.91304348,14.38735178,13.20158103,13.51778656,845832
4/8/2015,13.83399209,13.91304348,13.04347826,13.59683794,627871
4/9/2015,13.67588933,13.75494071,12.80632411,13.12252964,655947
4/12/2015,12.88537549,14.07114625,12.64822134,13.83399209,784327
4/13/2015,13.91304348,14.86166008,13.75494071,14.70355731,555810
4/15/2015,14.46640316,15.256917,14.15019763,15.01976285,1008035
4/16/2015,15.256917,16.52173913,15.01976285,16.12648221,1679426
4/19/2015,16.12648221,17.70750988,15.88932806,17.6284585,1297614
4/20/2015,17.78656126,17.94466403,15.88932806,16.12648221,1211867
4/21/2015,15.88932806,16.44268775,15.256917,15.96837945,804866
4/22/2015,16.04743083,16.28458498,15.17786561,15.41501976,803765
4/23/2015,15.49407115,16.04743083,15.17786561,15.7312253,611374
4/26/2015,15.81027668,16.28458498,15.01976285,15.09881423,303251
4/27/2015,15.17786561,15.33596838,13.99209486,14.15019763,316444
4/29/2015,13.91304348,14.62450593,13.67588933,14.07114625,204693
4/30/2015,13.83399209,14.22924901,12.96442688,14.07114625,403127
5/4/2015,14.3083004,14.3083004,13.04347826,13.20158103,260160
5/5/2015,13.83399209,14.46640316,13.51778656,14.38735178,175701
5/6/2015,14.54545455,15.41501976,14.38735178,15.17786561,295256
5/10/2015,15.49407115,16.28458498,15.49407115,16.2055336,716898
5/11/2015,16.83794466,17.1541502,15.88932806,16.75889328,776589
5/12/2015,16.83794466,16.99604743,16.44268775,16.6798419,854088
5/13/2015,16.52173913,18.26086957,16.52173913,17.6284585,951471
5/14/2015,17.86561265,18.33992095,17.07509881,17.23320158,1141514
5/17/2015,16.6798419,17.07509881,16.04743083,16.52173913,869637
5/18/2015,16.99604743,17.39130435,15.88932806,15.96837945,1094978
5/19/2015,16.2055336,16.52173913,15.96837945,16.28458498,465466
5/20/2015,16.28458498,17.70750988,16.28458498,17.39130435,1714859
5/24/2015,16.36363636,16.36363636,15.57312253,15.7312253,1180372
5/25/2015,15.96837945,16.52173913,15.88932806,16.28458498,1159500
5/26/2015,16.2055336,16.36363636,15.81027668,15.88932806,760405
5/27/2015,15.96837945,16.2055336,15.65217391,15.88932806,731473
5/28/2015,15.88932806,15.96837945,15.256917,15.33596838,523938
5/31/2015,16.2055336,16.2055336,15.256917,15.41501976,640459
6/1/2015,15.7312253,15.81027668,15.01976285,15.09881423,432190
6/2/2015,16.04743083,16.52173913,15.01976285,15.09881423,510435
6/4/2015,15.01976285,16.2055336,15.01976285,15.33596838,282390
6/7/2015,15.41501976,16.04743083,15.33596838,15.88932806,808715
6/8/2015,15.88932806,15.88932806,15.01976285,15.41501976,449220
6/9/2015,15.17786561,15.7312253,15.01976285,15.33596838,238417
6/10/2015,15.01976285,15.7312253,15.01976285,15.41501976,384360
6/11/2015,15.65217391,16.75889328,15.41501976,16.36363636,2026894
6/14/2015,16.60079051,17.31225296,16.04743083,16.60079051,872986
6/15/2015,16.6798419,17.94466403,16.60079051,17.6284585,1399559
6/16/2015,17.78656126,18.02371542,17.07509881,17.86561265,977559
6/17/2015,17.94466403,18.65612648,17.54940711,18.41897233,1463596
6/18/2015,18.5770751,18.5770751,17.78656126,17.94466403,986765
6/21/2015,16.6798419,18.1027668,16.6798419,17.6284585,439715
6/22/2015,17.94466403,18.26086957,17.39130435,18.1027668,1068428
6/23/2015,18.73517787,19.28853755,17.94466403,18.18181818,1777546
6/24/2015,18.49802372,18.49802372,17.86561265,18.02371542,741418
6/25/2015,17.70750988,18.18181818,17.39130435,17.78656126,445097
6/28/2015,17.78656126,17.94466403,17.31225296,17.39130435,292392
6/29/2015,17.86561265,18.1027668,17.07509881,17.54940711,329590
6/30/2015,17.54940711,18.1027668,17.54940711,17.86561265,398957
7/2/2015,18.1027668,18.1027668,17.6284585,17.70750988,356068
7/5/2015,17.70750988,18.18181818,17.6284585,17.86561265,564005
7/6/2015,18.02371542,18.02371542,17.6284585,17.78656126,288098
7/7/2015,17.94466403,18.02371542,17.47035573,17.6284585,286582
7/8/2015,17.6284585,18.02371542,17.6284585,17.86561265,655353
7/9/2015,17.78656126,17.86561265,17.1541502,17.23320158,558827
7/12/2015,16.60079051,17.1541502,16.44268775,16.60079051,792615
7/13/2015,16.52173913,16.6798419,16.04743083,16.28458498,231778
7/14/2015,16.28458498,16.28458498,15.88932806,16.04743083,242355
7/21/2015,16.2055336,16.6798419,16.12648221,16.28458498,139085
