Date,Open,High,Low,Close,Volume
10/1/2012,37.31958678,38.17289256,36.87049587,37.72380165,11042
10/2/2012,39.9692562,40.64289256,38.44231405,39.87942149,53368
10/3/2012,38.17289256,38.39743802,37.76867769,38.12793388,35885
10/4/2012,38.39743802,39.52016529,38.26264463,39.25066116,49687
10/7/2012,39.9692562,39.9692562,36.37652893,37.63396694,27604
10/8/2012,39.07107438,39.07107438,36.37652893,37.18487603,16562
10/9/2012,38.98123967,38.98123967,37.05016529,37.27471074,36805
10/10/2012,38.17289256,39.52016529,35.92735537,37.09504132,23923
10/11/2012,36.01719008,36.01719008,35.52322314,35.88247934,12882
10/14/2012,39.0261157,39.0261157,35.70280992,36.78066116,4601
10/16/2012,37.22975207,37.4992562,37.22975207,37.40942149,5521
10/17/2012,37.05016529,37.05016529,37.05016529,37.05016529,1840
10/18/2012,36.73578512,36.82553719,36.73578512,36.73578512,4601
10/22/2012,36.69082645,36.78066116,35.97231405,36.51123967,5521
10/23/2012,36.60107438,37.63396694,36.60107438,36.82553719,7361
10/30/2012,35.97231405,35.97231405,35.52322314,35.92735537,16562
10/31/2012,35.92735537,35.92735537,35.92735537,35.92735537,1840
11/1/2012,35.92735537,35.92735537,35.02917355,35.61305785,5521
11/4/2012,33.7268595,33.7268595,33.7268595,33.7268595,920
11/5/2012,33.90644628,33.90644628,33.77173554,33.81669421,1840
11/7/2012,33.23280992,33.23280992,33.09809917,33.09809917,5521
11/11/2012,33.2777686,33.2777686,33.23280992,33.23280992,9201
11/12/2012,33.81669421,33.81669421,33.23280992,33.54719008,4601
11/13/2012,33.68190083,33.68190083,33.68190083,33.68190083,4601
11/18/2012,35.02917355,35.88247934,34.53520661,34.84958678,21163
11/19/2012,34.13099174,34.13099174,34.13099174,34.13099174,1840
11/20/2012,33.68190083,33.68190083,32.82867769,33.36760331,2760
11/21/2012,32.78371901,32.78371901,32.3346281,32.64900826,11042
11/22/2012,34.4453719,34.4453719,32.78371901,33.54719008,8281
11/26/2012,31.9753719,32.78371901,31.93049587,32.3346281,6441
11/27/2012,34.40049587,34.40049587,34.04123967,34.31066116,3681
